card_id,customer_id,card_type,credit_limit,available_limit,issue_date,expiry_date
8990,4513,Gold,455638,194598,2024-03-25,2029-03-24
8991,4514,Classic,104538,44043,2020-11-19,2025-11-18
8992,4515,Classic,72821,62885,2022-06-11,2027-06-10
8993,4515,Classic,99098,54051,2025-03-18,2030-03-17
8994,4515,Classic,117024,64829,2021-06-13,2026-06-12
8995,4516,Classic,119712,91159,2026-02-26,2031-02-25
8996,4517,Classic,84331,56703,2024-11-28,2029-11-27
8997,4518,Gold,201790,142638,2024-07-19,2029-07-18
8998,4519,Gold,255492,210475,2026-06-11,2031-06-10
8999,4519,Gold,105727,60088,2026-06-16,2031-06-15
9000,4520,Classic,50391,16972,2022-07-27,2027-07-26
9001,4520,Classic,120947,65105,2019-04-08,2024-04-06
9002,4521,Classic,102633,60544,2021-10-27,2026-10-26
9003,4521,Classic,95156,52286,2025-12-26,2030-12-25
9004,4522,Classic,142660,120636,2026-03-02,2031-03-01
9005,4522,Classic,136680,125394,2025-03-26,2030-03-25
9006,4522,Classic,113249,41530,2025-09-07,2030-09-06
9007,4523,Classic,128421,67762,2026-01-10,2031-01-09
9008,4523,Classic,58442,20394,2026-01-04,2031-01-03
9009,4524,Gold,497719,225417,2025-10-01,2030-09-30
9010,4524,Gold,342968,245290,2025-05-25,2030-05-24
9011,4525,Classic,133628,107401,2023-05-27,2028-05-25
9012,4525,Classic,173601,114970,2024-02-14,2029-02-12
9013,4526,Classic,105353,43074,2024-01-03,2029-01-01
9014,4527,Platinum,1736063,1360682,2020-10-18,2025-10-17
9015,4527,Platinum,1807594,1244123,2020-11-25,2025-11-24
9016,4527,Business,1902725,1855997,2019-05-15,2024-05-13
9017,4528,Classic,125569,100199,2025-08-18,2030-08-17
9018,4528,Classic,126236,118387,2023-04-27,2028-04-25
9019,4528,Classic,131825,118225,2022-12-21,2027-12-20
9020,4529,Classic,71132,30174,2025-09-06,2030-09-05
9021,4530,Classic,66284,27118,2024-07-31,2029-07-30
9022,4531,Classic,94007,82925,2025-03-15,2030-03-14
9023,4531,Classic,117735,47761,2025-01-18,2030-01-17
9024,4532,Classic,51233,43724,2025-08-14,2030-08-13
9025,4532,Classic,114555,62056,2025-03-30,2030-03-29
9026,4532,Classic,103265,62862,2025-05-15,2030-05-14
9027,4533,Classic,76229,29036,2026-05-26,2031-05-25
9028,4534,Platinum,492163,332406,2025-02-21,2030-02-20
9029,4535,Classic,147628,143023,2021-12-09,2026-12-08
9030,4535,Classic,63547,46494,2024-02-28,2029-02-26
9031,4536,Platinum,619187,400987,2025-03-12,2030-03-11
9032,4536,Gold,555854,460647,2021-12-24,2026-12-23
9033,4536,Gold,346493,254406,2021-09-11,2026-09-10
9034,4537,Classic,101375,99932,2019-11-12,2024-11-10
9035,4538,Classic,64919,33052,2026-01-06,2031-01-05
9036,4539,Classic,115482,44718,2026-04-05,2031-04-04
9037,4539,Classic,114717,80035,2024-02-24,2029-02-22
9038,4539,Classic,139557,133041,2023-04-19,2028-04-17
9039,4540,Classic,100989,59368,2025-08-29,2030-08-28
9040,4541,Classic,210517,94752,2026-06-04,2031-06-03
9041,4541,Classic,120154,97676,2025-12-19,2030-12-18
9042,4541,Gold,170191,126868,2025-11-30,2030-11-29
9043,4542,Classic,181388,144756,2026-06-21,2031-06-20
9044,4543,Classic,163615,111503,2026-06-09,2031-06-08
9045,4543,Classic,257647,170946,2025-09-01,2030-08-31
9046,4543,Gold,197405,194458,2026-07-10,2031-07-09
9047,4544,Classic,189586,167263,2026-05-15,2031-05-14
9048,4544,Classic,278279,240166,2026-05-18,2031-05-17
9049,4545,Classic,70073,52598,2026-02-16,2031-02-15
9050,4545,Classic,146012,72354,2026-04-29,2031-04-28
9051,4545,Classic,69070,41833,2026-07-14,2031-07-13
9052,4546,Classic,214804,135830,2024-05-31,2029-05-30
9053,4546,Classic,257338,125502,2024-12-17,2029-12-16
9054,4547,Platinum,1332804,1272331,2023-04-01,2028-03-30
9055,4547,Business,1682841,881299,2023-10-17,2028-10-15
9056,4548,Classic,142624,67411,2024-11-18,2029-11-17
9057,4549,Classic,131854,130810,2020-06-06,2025-06-05
9058,4549,Gold,161150,123245,2026-05-22,2031-05-21
9059,4550,Classic,96924,62920,2026-06-25,2031-06-24
9060,4550,Classic,77251,70579,2026-05-07,2031-05-06
9061,4550,Classic,91725,42836,2026-07-04,2031-07-03
9062,4551,Classic,101067,58844,2022-07-07,2027-07-06
9063,4552,Classic,51137,46162,2025-09-02,2030-09-01
9064,4553,Gold,236659,159516,2025-03-03,2030-03-02
9065,4553,Classic,270554,235082,2023-05-20,2028-05-18
9066,4553,Gold,282390,258151,2024-10-19,2029-10-18
9067,4554,Gold,251858,216689,2023-05-04,2028-05-02
9068,4554,Gold,135549,123191,2026-07-07,2031-07-06
9069,4555,Classic,123715,117235,2026-06-06,2031-06-05
9070,4555,Classic,142093,56731,2022-07-06,2027-07-05
9071,4556,Business,1194647,702979,2023-08-27,2028-08-25
9072,4556,Platinum,1677735,1343145,2024-04-13,2029-04-12
9073,4557,Gold,334887,330456,2025-11-27,2030-11-26
9074,4557,Gold,413137,370602,2026-01-02,2031-01-01
9075,4557,Gold,789845,686574,2025-08-18,2030-08-17
9076,4558,Classic,112681,51640,2022-08-26,2027-08-25
9077,4558,Classic,112760,63497,2023-11-23,2028-11-21
9078,4559,Classic,51468,27253,2024-11-27,2029-11-26
9079,4559,Classic,67380,62842,2025-07-09,2030-07-08
9080,4559,Classic,134716,62792,2025-02-07,2030-02-06
9081,4560,Business,997253,945862,2022-03-31,2027-03-30
9082,4560,Platinum,928620,710384,2026-02-12,2031-02-11
9083,4560,Platinum,1187611,1125434,2026-07-10,2031-07-09
9084,4561,Gold,181964,95030,2024-08-30,2029-08-29
9085,4562,Classic,121339,49492,2026-04-06,2031-04-05
9086,4563,Classic,88035,44003,2025-05-24,2030-05-23
9087,4563,Classic,88866,76517,2023-08-16,2028-08-14
9088,4563,Classic,70355,64975,2024-06-12,2029-06-11
9089,4564,Classic,70623,66610,2025-06-08,2030-06-07
9090,4564,Classic,82066,77605,2023-09-08,2028-09-06
9091,4564,Classic,50959,35449,2024-04-16,2029-04-15
9092,4565,Platinum,484044,192850,2022-05-08,2027-05-07
9093,4565,Gold,650385,580906,2024-05-04,2029-05-03
9094,4566,Classic,136162,49384,2025-04-19,2030-04-18
9095,4566,Classic,104595,67287,2025-08-03,2030-08-02
9096,4566,Classic,130306,114582,2024-05-06,2029-05-05
9097,4567,Classic,180983,119173,2025-11-28,2030-11-27
9098,4567,Gold,150437,126526,2024-12-04,2029-12-03
9099,4568,Classic,150468,106410,2024-08-03,2029-08-02
9100,4568,Classic,183864,95928,2023-07-17,2028-07-15
9101,4568,Classic,178664,163538,2026-01-17,2031-01-16
9102,4569,Classic,279405,249872,2020-03-09,2025-03-08
9103,4569,Classic,233318,116940,2024-12-03,2029-12-02
9104,4570,Classic,137477,50496,2023-06-24,2028-06-22
9105,4570,Classic,134279,66449,2020-03-06,2025-03-05
9106,4571,Classic,91880,67967,2024-07-02,2029-07-01
9107,4571,Classic,73755,71235,2019-06-20,2024-06-18
9108,4572,Classic,54618,27821,2025-10-23,2030-10-22
9109,4572,Classic,112951,83984,2025-11-08,2030-11-07
9110,4572,Classic,106725,87516,2026-05-26,2031-05-25
9111,4573,Classic,144008,117893,2025-07-07,2030-07-06
9112,4573,Gold,161270,78752,2025-02-27,2030-02-26
9113,4573,Gold,124450,111873,2025-11-23,2030-11-22
9114,4574,Classic,117150,117079,2020-09-17,2025-09-16
9115,4574,Classic,259601,255300,2024-09-06,2029-09-05
9116,4575,Classic,90048,35325,2024-07-06,2029-07-05
9117,4576,Classic,88542,26706,2025-09-22,2030-09-21
9118,4576,Classic,105658,54985,2026-03-25,2031-03-24
9119,4577,Classic,170820,105000,2026-02-17,2031-02-16
9120,4577,Classic,152840,151489,2024-07-08,2029-07-07
9121,4577,Gold,276828,218679,2025-01-10,2030-01-09
9122,4578,Classic,81212,41228,2026-03-04,2031-03-03
9123,4578,Classic,111949,82202,2023-11-16,2028-11-14
9124,4578,Classic,146675,113052,2025-11-09,2030-11-08
9125,4579,Gold,260509,144841,2026-01-13,2031-01-12
9126,4579,Classic,233098,183871,2026-06-04,2031-06-03
9127,4580,Platinum,392132,266682,2025-07-09,2030-07-08
9128,4580,Gold,681397,499079,2024-02-19,2029-02-17
9129,4581,Platinum,794810,378481,2020-12-18,2025-12-17
9130,4582,Classic,95026,31236,2023-02-25,2028-02-24
9131,4582,Classic,85256,38958,2022-12-16,2027-12-15
9132,4582,Classic,52845,38619,2026-06-04,2031-06-03
9133,4583,Business,1370382,1332956,2025-12-21,2030-12-20
9134,4584,Classic,82602,62090,2025-07-29,2030-07-28
9135,4584,Classic,129305,94096,2026-02-25,2031-02-24
9136,4585,Classic,77463,44387,2024-05-03,2029-05-02
9137,4585,Classic,111646,86558,2024-02-20,2029-02-18
9138,4586,Classic,83897,55178,2025-03-07,2030-03-06
9139,4586,Classic,122017,105160,2026-07-05,2031-07-04
9140,4587,Classic,54932,38775,2026-04-17,2031-04-16
9141,4588,Classic,244304,206632,2025-12-24,2030-12-23
9142,4588,Gold,155644,82707,2021-08-17,2026-08-16
9143,4589,Classic,137420,90678,2026-04-17,2031-04-16
9144,4589,Classic,106321,90874,2026-06-05,2031-06-04
9145,4590,Classic,109897,35118,2023-09-29,2028-09-27
9146,4590,Classic,141854,56514,2026-01-03,2031-01-02
9147,4590,Classic,141787,126746,2022-01-01,2026-12-31
9148,4591,Classic,126577,44721,2025-12-13,2030-12-12
9149,4592,Classic,131425,97139,2024-11-06,2029-11-05
9150,4593,Classic,106898,60235,2023-01-29,2028-01-28
9151,4594,Gold,287649,203742,2026-03-10,2031-03-09
9152,4594,Classic,188269,159289,2025-09-15,2030-09-14
9153,4594,Gold,193977,167987,2025-10-06,2030-10-05
9154,4595,Gold,100013,74397,2024-08-07,2029-08-06
9155,4595,Classic,242296,205118,2025-10-10,2030-10-09
9156,4596,Classic,139944,54555,2022-07-09,2027-07-08
9157,4596,Classic,114408,72664,2023-07-16,2028-07-14
9158,4597,Classic,153584,83310,2026-01-09,2031-01-08
9159,4597,Classic,196452,172951,2025-12-07,2030-12-06
9160,4598,Classic,52444,33967,2026-02-21,2031-02-20
9161,4598,Classic,149545,47043,2023-08-13,2028-08-11
9162,4598,Classic,103603,84626,2023-08-13,2028-08-11
9163,4599,Classic,113500,79028,2026-04-22,2031-04-21
9164,4599,Classic,55971,25685,2024-09-05,2029-09-04
9165,4599,Classic,73323,58761,2023-07-21,2028-07-19
9166,4600,Gold,547269,532758,2023-10-29,2028-10-27
9167,4600,Gold,771601,578698,2019-11-22,2024-11-20
9168,4601,Gold,457633,154743,2024-08-24,2029-08-23
9169,4601,Gold,473244,171174,2024-01-11,2029-01-09
9170,4602,Classic,241273,157243,2026-03-17,2031-03-16
9171,4602,Gold,212153,108846,2024-04-24,2029-04-23
9172,4602,Gold,178867,121052,2026-07-10,2031-07-09
9173,4603,Platinum,698768,605926,2022-01-03,2027-01-02
9174,4604,Gold,250200,139152,2026-04-02,2031-04-01
9175,4605,Classic,123306,43776,2025-11-27,2030-11-26
9176,4605,Classic,75672,43874,2025-06-17,2030-06-16
9177,4605,Classic,78932,24920,2024-08-03,2029-08-02
9178,4606,Classic,52848,21061,2026-03-16,2031-03-15
9179,4606,Classic,107576,104266,2022-09-05,2027-09-04
9180,4606,Classic,128785,82342,2023-03-30,2028-03-28
9181,4607,Gold,300804,289232,2024-10-27,2029-10-26
9182,4608,Platinum,377295,369945,2025-02-09,2030-02-08
9183,4608,Platinum,483646,419914,2025-10-15,2030-10-14
9184,4609,Gold,112785,62177,2026-03-11,2031-03-10
9185,4609,Gold,185864,110147,2026-04-17,2031-04-16
9186,4610,Classic,75467,71618,2023-10-14,2028-10-12
9187,4611,Classic,166513,89804,2023-02-01,2028-01-31
9188,4611,Gold,155387,129042,2023-07-25,2028-07-23
9189,4612,Classic,102817,97517,2022-07-12,2027-07-11
9190,4612,Classic,147938,141210,2024-02-14,2029-02-12
9191,4612,Classic,80491,31025,2025-06-23,2030-06-22
9192,4613,Classic,276754,122488,2026-05-31,2031-05-30
9193,4613,Classic,158287,96085,2026-07-12,2031-07-11
9194,4613,Gold,278160,193988,2026-07-05,2031-07-04
9195,4614,Classic,143593,140435,2025-08-03,2030-08-02
9196,4615,Gold,157629,157152,2021-05-21,2026-05-20
9197,4616,Classic,89512,45199,2023-08-07,2028-08-05
9198,4617,Classic,110496,89247,2024-02-29,2029-02-27
9199,4617,Classic,138500,95745,2023-02-01,2028-01-31
9200,4618,Classic,82113,50350,2023-03-21,2028-03-19
9201,4619,Classic,141307,47784,2024-09-12,2029-09-11
9202,4619,Classic,114998,69228,2025-05-15,2030-05-14
9203,4620,Classic,130383,74846,2025-10-21,2030-10-20
9204,4620,Classic,135205,71943,2025-10-10,2030-10-09
9205,4621,Gold,136264,117875,2021-01-24,2026-01-23
9206,4621,Gold,149875,103436,2022-06-05,2027-06-04
9207,4622,Classic,83259,82529,2025-06-25,2030-06-24
9208,4622,Classic,148728,147379,2025-07-26,2030-07-25
9209,4622,Classic,112416,84749,2025-12-20,2030-12-19
9210,4623,Classic,123082,99225,2026-05-10,2031-05-09
9211,4623,Classic,53279,33359,2026-03-10,2031-03-09
9212,4624,Gold,754335,729635,2021-07-28,2026-07-27
9213,4625,Classic,96490,39500,2023-11-15,2028-11-13
9214,4625,Classic,128220,96812,2025-10-01,2030-09-30
9215,4626,Classic,89065,32503,2025-04-26,2030-04-25
9216,4626,Classic,91561,76907,2025-10-11,2030-10-10
9217,4627,Classic,270849,135769,2024-08-14,2029-08-13
9218,4627,Classic,263051,233150,2024-02-12,2029-02-10
9219,4628,Classic,134325,46393,2026-05-25,2031-05-24
9220,4629,Business,870248,689984,2021-08-01,2026-07-31
9221,4629,Business,1635564,1239495,2022-10-02,2027-10-01
9222,4629,Platinum,1307863,1173405,2019-05-17,2024-05-15
9223,4630,Classic,95010,60506,2024-03-19,2029-03-18
9224,4630,Classic,135812,126886,2025-07-15,2030-07-14
9225,4631,Gold,164487,94166,2026-06-02,2031-06-01
9226,4631,Classic,152503,134463,2026-05-12,2031-05-11
9227,4632,Business,1701434,577311,2022-12-05,2027-12-04
9228,4633,Classic,54825,33501,2025-07-22,2030-07-21
9229,4633,Classic,53788,53532,2024-05-14,2029-05-13
9230,4633,Classic,59193,21684,2019-10-25,2024-10-23
9231,4634,Classic,180652,130860,2021-04-01,2026-03-31
9232,4634,Gold,210471,83534,2022-01-17,2027-01-16
9233,4634,Classic,257288,233909,2021-07-26,2026-07-25
9234,4635,Gold,182407,65253,2024-04-21,2029-04-20
9235,4635,Classic,243554,99752,2024-10-01,2029-09-30
9236,4635,Gold,231696,125878,2024-10-13,2029-10-12
9237,4636,Classic,86265,52210,2025-03-30,2030-03-29
9238,4636,Classic,60027,38452,2024-08-22,2029-08-21
9239,4636,Classic,111654,92305,2023-12-08,2028-12-06
9240,4637,Gold,567767,507361,2022-04-21,2027-04-20
9241,4637,Platinum,567974,425647,2024-05-21,2029-05-20
9242,4638,Classic,86787,73257,2026-06-08,2031-06-07
9243,4638,Classic,146085,120312,2026-01-22,2031-01-21
9244,4638,Classic,102415,80976,2026-03-29,2031-03-28
9245,4639,Classic,285642,246677,2025-09-07,2030-09-06
9246,4639,Classic,294084,185969,2026-04-29,2031-04-28
9247,4639,Classic,196694,164944,2025-08-12,2030-08-11
9248,4640,Gold,104397,100361,2026-02-02,2031-02-01
9249,4640,Classic,172411,145875,2024-07-19,2029-07-18
9250,4641,Platinum,1285610,389467,2024-12-27,2029-12-26
9251,4642,Platinum,1189935,877471,2021-04-08,2026-04-07
9252,4642,Business,1399308,1316707,2018-11-15,2023-11-14
9253,4642,Platinum,1461747,730279,2024-12-20,2029-12-19
9254,4643,Gold,626705,468520,2025-12-15,2030-12-14
9255,4643,Platinum,391611,199044,2021-03-11,2026-03-10
9256,4644,Gold,114364,80781,2022-07-25,2027-07-24
9257,4645,Classic,61565,53329,2021-12-07,2026-12-06
9258,4646,Gold,108449,72947,2026-07-16,2031-07-15
9259,4646,Gold,180616,113306,2025-07-27,2030-07-26
9260,4647,Platinum,1957131,1826096,2021-12-04,2026-12-03
9261,4648,Classic,109478,98423,2026-05-11,2031-05-10
9262,4649,Classic,168458,110201,2024-04-13,2029-04-12
9263,4649,Gold,179284,162261,2021-02-25,2026-02-24
9264,4650,Platinum,1194217,701478,2021-09-02,2026-09-01
9265,4651,Classic,86965,32846,2025-12-26,2030-12-25
9266,4651,Classic,147819,132451,2024-03-30,2029-03-29
9267,4651,Classic,144634,73003,2023-04-16,2028-04-14
9268,4652,Gold,269119,139890,2026-07-08,2031-07-07
9269,4652,Gold,121518,106876,2023-12-19,2028-12-17
9270,4652,Gold,208427,143817,2023-05-27,2028-05-25
9271,4653,Business,1434275,530433,2024-09-21,2029-09-20
9272,4653,Platinum,989105,510174,2024-12-07,2029-12-06
9273,4654,Classic,116254,59504,2024-08-24,2029-08-23
9274,4654,Classic,68527,43845,2024-01-20,2029-01-18
9275,4655,Classic,75637,40224,2026-06-15,2031-06-14
9276,4655,Classic,91717,62544,2025-07-06,2030-07-05
9277,4655,Classic,95778,56263,2024-05-12,2029-05-11
9278,4656,Classic,133584,62067,2026-04-16,2031-04-15
9279,4656,Classic,114088,106365,2026-06-24,2031-06-23
9280,4656,Classic,95053,36102,2026-03-21,2031-03-20
9281,4657,Business,959333,466905,2024-12-06,2029-12-05
9282,4657,Business,1492672,826343,2025-02-01,2030-01-31
9283,4657,Platinum,1590185,1443245,2025-07-20,2030-07-19
9284,4658,Gold,412791,405923,2023-09-20,2028-09-18
9285,4658,Gold,794122,340053,2019-09-12,2024-09-10
9286,4659,Gold,463079,418102,2026-03-15,2031-03-14
9287,4659,Gold,587169,551790,2026-02-25,2031-02-24
9288,4659,Gold,683956,234277,2026-01-07,2031-01-06
9289,4660,Classic,83842,81915,2024-10-26,2029-10-25
9290,4661,Classic,83962,33519,2024-05-02,2029-05-01
9291,4661,Classic,90862,87205,2025-12-31,2030-12-30
9292,4662,Classic,140326,121823,2024-08-16,2029-08-15
9293,4663,Classic,147591,76017,2025-10-10,2030-10-09
9294,4663,Classic,127021,51423,2026-04-29,2031-04-28
9295,4664,Classic,117503,76458,2024-04-09,2029-04-08
9296,4665,Platinum,774272,434857,2026-03-28,2031-03-27
9297,4666,Platinum,982779,604920,2026-05-25,2031-05-24
9298,4666,Business,984803,501633,2022-03-11,2027-03-10
9299,4667,Gold,474241,329106,2025-05-20,2030-05-19
9300,4668,Classic,57074,21235,2020-04-10,2025-04-09
9301,4668,Classic,79288,26341,2023-05-11,2028-05-09
9302,4669,Classic,90279,46536,2023-03-20,2028-03-18
9303,4670,Classic,107796,102176,2025-11-21,2030-11-20
9304,4671,Classic,56219,43555,2024-05-08,2029-05-07
9305,4672,Gold,273970,164205,2021-01-24,2026-01-23
9306,4672,Gold,219699,172543,2025-01-01,2029-12-31
9307,4673,Gold,162227,146881,2024-11-11,2029-11-10
9308,4673,Gold,185337,185094,2024-11-14,2029-11-13
9309,4673,Gold,131373,112596,2024-10-18,2029-10-17
9310,4674,Gold,613333,493859,2024-08-18,2029-08-17
9311,4674,Gold,374112,218823,2024-08-07,2029-08-06
9312,4674,Platinum,478909,223731,2026-01-18,2031-01-17
9313,4675,Gold,180422,143836,2021-02-03,2026-02-02
9314,4676,Classic,53002,43382,2025-11-14,2030-11-13
9315,4677,Classic,133979,90070,2024-08-21,2029-08-20
9316,4678,Platinum,836216,312597,2023-08-19,2028-08-17
9317,4678,Platinum,1135622,1037101,2025-09-30,2030-09-29
9318,4678,Business,1081013,453799,2022-04-05,2027-04-04
9319,4679,Classic,209419,194803,2026-06-18,2031-06-17
9320,4679,Classic,139831,131997,2026-02-04,2031-02-03
9321,4680,Platinum,486562,480482,2022-06-13,2027-06-12
9322,4681,Classic,270494,181032,2026-05-21,2031-05-20
9323,4681,Gold,138275,45476,2026-04-10,2031-04-09
9324,4682,Gold,631049,331390,2020-11-12,2025-11-11
9325,4682,Platinum,600383,599350,2022-12-12,2027-12-11
9326,4682,Gold,690990,209332,2023-08-15,2028-08-13
9327,4683,Gold,249082,135120,2026-03-14,2031-03-13
9328,4684,Platinum,558094,235326,2023-06-04,2028-06-02
9329,4685,Classic,56443,30120,2026-03-05,2031-03-04
9330,4686,Classic,107996,38509,2023-01-16,2028-01-15
9331,4687,Classic,85039,62136,2024-09-08,2029-09-07
9332,4687,Classic,130699,103872,2025-01-02,2030-01-01
9333,4687,Classic,83303,77750,2025-07-08,2030-07-07
9334,4688,Classic,66003,29286,2021-05-27,2026-05-26
9335,4689,Classic,61583,37822,2022-02-27,2027-02-26
9336,4689,Classic,74414,69327,2022-06-26,2027-06-25
9337,4689,Classic,93408,72382,2023-05-30,2028-05-28
9338,4690,Classic,142601,62102,2026-06-05,2031-06-04
9339,4690,Classic,52088,40536,2024-07-22,2029-07-21
9340,4690,Classic,87753,62528,2025-03-13,2030-03-12
9341,4691,Classic,73845,39333,2021-02-27,2026-02-26
9342,4692,Classic,97004,68479,2026-03-23,2031-03-22
9343,4693,Gold,218267,170111,2026-01-27,2031-01-26
9344,4693,Gold,110920,109241,2026-04-30,2031-04-29
9345,4694,Classic,60935,59866,2024-05-25,2029-05-24
9346,4695,Gold,214203,167057,2021-04-27,2026-04-26
9347,4695,Gold,153539,50684,2023-12-18,2028-12-16
9348,4695,Classic,201955,146891,2025-05-13,2030-05-12
9349,4696,Classic,106546,49597,2020-04-08,2025-04-07
9350,4696,Classic,117478,108494,2020-04-01,2025-03-31
9351,4696,Classic,119578,102543,2025-09-15,2030-09-14
9352,4697,Platinum,681684,665916,2026-03-28,2031-03-27
9353,4697,Platinum,482239,367791,2021-05-16,2026-05-15
9354,4697,Gold,338833,155651,2020-09-02,2025-09-01
9355,4698,Classic,104616,48158,2025-06-01,2030-05-31
9356,4698,Classic,127539,41279,2025-08-18,2030-08-17
9357,4699,Classic,290556,137898,2022-10-02,2027-10-01
9358,4700,Platinum,304782,164688,2025-09-21,2030-09-20
9359,4700,Platinum,735530,529528,2021-07-14,2026-07-13
9360,4700,Platinum,648866,589571,2024-04-12,2029-04-11
9361,4701,Classic,148784,120318,2026-06-16,2031-06-15
9362,4701,Classic,78091,56780,2022-08-06,2027-08-05
9363,4702,Gold,472632,205360,2024-09-08,2029-09-07
9364,4703,Gold,236591,224819,2026-01-26,2031-01-25
9365,4703,Gold,291326,151856,2021-06-10,2026-06-09
9366,4703,Classic,288287,235786,2021-03-21,2026-03-20
9367,4704,Gold,119246,112990,2025-05-22,2030-05-21
9368,4704,Classic,168056,110656,2024-08-11,2029-08-10
9369,4705,Classic,194814,119617,2021-10-04,2026-10-03
9370,4705,Gold,215474,98234,2022-08-21,2027-08-20
9371,4705,Classic,254278,170237,2021-06-19,2026-06-18
9372,4706,Classic,112158,61834,2025-10-24,2030-10-23
9373,4707,Classic,123976,80626,2026-07-12,2031-07-11
9374,4707,Classic,66527,63048,2024-10-02,2029-10-01
9375,4707,Classic,114674,35427,2022-02-09,2027-02-08
9376,4708,Classic,116916,102847,2024-04-18,2029-04-17
9377,4708,Classic,132154,108946,2019-12-27,2024-12-25
9378,4708,Classic,93480,52947,2020-07-16,2025-07-15
9379,4709,Classic,255451,120360,2023-11-16,2028-11-14
9380,4709,Gold,273941,255833,2024-01-07,2029-01-05
9381,4709,Classic,141641,111375,2023-06-18,2028-06-16
9382,4710,Classic,149632,145020,2024-12-21,2029-12-20
9383,4711,Classic,70219,37152,2021-10-27,2026-10-26
9384,4712,Classic,55470,45266,2025-11-30,2030-11-29
9385,4712,Classic,105980,101940,2024-01-26,2029-01-24
9386,4713,Classic,139326,97162,2025-08-29,2030-08-28
9387,4713,Classic,103674,96010,2021-04-22,2026-04-21
9388,4713,Classic,130060,91345,2024-10-24,2029-10-23
9389,4714,Classic,122307,65371,2021-12-05,2026-12-04
9390,4714,Classic,85232,73676,2024-04-24,2029-04-23
9391,4715,Classic,125345,99854,2025-08-14,2030-08-13
9392,4715,Classic,69209,25962,2026-03-01,2031-02-28
9393,4716,Platinum,633540,295268,2026-07-02,2031-07-01
9394,4717,Classic,92254,86476,2024-12-02,2029-12-01
9395,4718,Platinum,614415,513843,2025-03-25,2030-03-24
9396,4718,Gold,784319,762672,2025-11-22,2030-11-21
9397,4719,Classic,85984,61017,2023-08-17,2028-08-15
9398,4719,Classic,86232,31569,2025-09-20,2030-09-19
9399,4719,Classic,142504,126127,2024-06-05,2029-06-04
9400,4720,Classic,139640,62403,2023-02-28,2028-02-27
9401,4720,Classic,108164,74815,2023-07-02,2028-06-30
9402,4721,Classic,261768,240749,2023-06-02,2028-05-31
9403,4722,Classic,83708,47043,2025-02-23,2030-02-22
9404,4722,Classic,85156,65727,2021-06-18,2026-06-17
9405,4723,Classic,91719,32229,2025-05-23,2030-05-22
9406,4723,Classic,134059,97342,2022-05-06,2027-05-05
9407,4724,Classic,130134,91901,2024-07-13,2029-07-12
9408,4724,Classic,119387,114308,2026-04-10,2031-04-09
9409,4725,Classic,144715,44454,2026-03-01,2031-02-28
9410,4725,Classic,124150,64317,2023-07-04,2028-07-02
9411,4726,Classic,115997,49250,2022-07-15,2027-07-14
9412,4726,Gold,150245,50006,2021-08-04,2026-08-03
9413,4727,Classic,125445,99944,2025-08-05,2030-08-04
9414,4728,Classic,72616,40185,2022-12-02,2027-12-01
9415,4728,Classic,66548,54326,2021-02-02,2026-02-01
9416,4728,Classic,149526,115825,2023-12-27,2028-12-25
9417,4729,Classic,180035,155236,2023-03-16,2028-03-14
9418,4729,Classic,225723,167742,2024-11-12,2029-11-11
9419,4729,Gold,245043,86309,2024-09-25,2029-09-24
9420,4730,Classic,107133,38602,2024-11-01,2029-10-31
9421,4730,Classic,133069,106262,2026-01-12,2031-01-11
9422,4730,Classic,85991,26328,2024-08-27,2029-08-26
9423,4731,Classic,89323,63073,2023-08-08,2028-08-06
9424,4732,Platinum,1499701,909550,2026-07-15,2031-07-14
9425,4733,Classic,99116,98806,2021-08-23,2026-08-22
9426,4733,Classic,102460,94435,2022-05-07,2027-05-06
9427,4734,Classic,92768,44948,2025-10-09,2030-10-08
9428,4735,Gold,104134,76466,2022-09-14,2027-09-13
9429,4735,Classic,253556,116499,2024-09-20,2029-09-19
9430,4736,Classic,130616,96517,2021-10-04,2026-10-03
9431,4736,Classic,85038,74514,2024-11-05,2029-11-04
9432,4737,Classic,229963,104648,2025-07-26,2030-07-25
9433,4737,Classic,264921,166706,2024-01-16,2029-01-14
9434,4738,Classic,101784,69714,2020-05-02,2025-05-01
9435,4738,Classic,64035,58485,2021-09-16,2026-09-15
9436,4738,Classic,143139,112502,2022-02-24,2027-02-23
9437,4739,Platinum,533018,488391,2022-07-18,2027-07-17
9438,4739,Gold,721013,479134,2024-01-29,2029-01-27
9439,4740,Classic,72375,27314,2025-10-11,2030-10-10
9440,4740,Classic,92071,74980,2026-01-03,2031-01-02
9441,4741,Classic,123017,69135,2026-06-20,2031-06-19
9442,4741,Classic,138287,106645,2026-03-25,2031-03-24
9443,4741,Classic,94588,70322,2026-06-28,2031-06-27
9444,4742,Classic,61710,28914,2025-09-29,2030-09-28
9445,4742,Classic,73906,49485,2026-05-30,2031-05-29
9446,4742,Classic,78513,63355,2024-05-27,2029-05-26
9447,4743,Gold,225224,201784,2023-12-09,2028-12-07
9448,4743,Gold,175647,150786,2025-10-09,2030-10-08
9449,4744,Classic,108433,106083,2025-11-29,2030-11-28
9450,4744,Classic,112979,78902,2024-12-01,2029-11-30
9451,4745,Classic,129580,105048,2022-10-29,2027-10-28
9452,4746,Classic,113343,83107,2024-11-23,2029-11-22
